N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
724.0,SK이노베이션우,93400.0,700.0,-0.74%,5000.0,1166.0,1248.0,15.83,2790.0,3.41,
725.0,유니온머티리얼,2775.0,155.0,-5.29%,500.0,1166.0,42000.0,0.4,9274393.0,27.21,0.65
726.0,대동전자,11100.0,250.0,-2.20%,500.0,1164.0,10490.0,42.41,61378.0,12.07,5.13
727.0,KODEX 차이나항셍테크,5090.0,155.0,-2.96%,0.0,1163.0,22850.0,0.5,516502.0,,
728.0,이지스레지던스리츠,4080.0,20.0,-0.49%,1000.0,1157.0,28359.0,0.63,17094.0,3.49,
729.0,한양증권,9070.0,10.0,+0.11%,5000.0,1154.0,12729.0,7.03,17637.0,2.33,20.28
730.0,SG세계물산,567.0,4.0,+0.71%,500.0,1148.0,202425.0,0.96,1196892.0,-17.72,21.32
731.0,화성산업,11300.0,100.0,+0.89%,5000.0,1147.0,10150.0,10.13,23102.0,4.7,7.37
732.0,인천도시가스,26150.0,1050.0,-3.86%,5000.0,1144.0,4375.0,2.76,14114.0,9.71,1.94
733.0,미래에셋글로벌리츠,3915.0,205.0,-4.98%,1000.0,1138.0,29060.0,0.82,113996.0,-18.04,
734.0,HL D&I,3005.0,55.0,-1.80%,5000.0,1138.0,37859.0,1.99,50380.0,1.44,25.1
735.0,KBSTAR 200TR,15145.0,105.0,+0.70%,0.0,1136.0,7500.0,0.0,4175.0,,
736.0,KODEX 국고채3년,55545.0,340.0,+0.62%,0.0,1135.0,2044.0,0.01,21768.0,,
737.0,한국공항,35800.0,350.0,-0.97%,5000.0,1134.0,3166.0,3.89,2966.0,25.89,1.16
738.0,종근당바이오,20600.0,0.0,0.00%,2500.0,1130.0,5486.0,1.74,9951.0,-10.07,-3.98
739.0,TIGER 반도체,24820.0,340.0,+1.39%,0.0,1127.0,4540.0,0.1,99930.0,,
740.0,센트랄모텍,13050.0,50.0,-0.38%,500.0,1124.0,8610.0,1.34,30169.0,-95.96,1.41
741.0,대원화성,2690.0,110.0,-3.93%,500.0,1110.0,41249.0,2.11,705938.0,-15.46,-9.53
742.0,TRUE 레버리지 천연가스 선물 ETN(H),11095.0,115.0,+1.05%,0.0,1110.0,10000.0,0.0,294054.0,,
743.0,에이플러스에셋,4875.0,5.0,-0.10%,500.0,1102.0,22608.0,0.53,18920.0,1.56,12.59
744.0,한국내화,2670.0,20.0,+0.75%,500.0,1096.0,41067.0,0.2,244012.0,32.17,2.86
745.0,STX중공업,3825.0,155.0,+4.22%,2500.0,1085.0,28366.0,0.43,86654.0,13.86,-4.78
746.0,깨끗한나라,2910.0,20.0,+0.69%,1000.0,1084.0,37241.0,0.82,50188.0,19.14,3.75
747.0,KODEX 미국나스닥100선물(H),13605.0,55.0,-0.40%,0.0,1082.0,7950.0,0.27,43362.0,,
748.0,조흥,180000.0,2500.0,-1.37%,5000.0,1080.0,600.0,0.0,72.0,11.87,11.52
749.0,디와이파워,9760.0,30.0,+0.31%,500.0,1078.0,11042.0,4.05,23835.0,5.28,14.97
750.0,대창,1180.0,5.0,-0.42%,500.0,1075.0,91140.0,1.52,316276.0,5.73,12.01
751.0,대구백화점,9920.0,10.0,+0.10%,5000.0,1074.0,10822.0,0.51,6213.0,-23.51,-2.26
752.0,TIGER 미국채10년선물,12315.0,60.0,-0.48%,0.0,1071.0,8700.0,0.1,35636.0,,
753.0,KODEX 미국메타버스나스닥액티브,6400.0,115.0,-1.77%,0.0,1069.0,16700.0,2.77,36295.0,,
754.0,한신공영,9130.0,300.0,+3.40%,5000.0,1056.0,11571.0,9.33,62565.0,2.32,7.55
755.0,NI스틸,3690.0,0.0,0.00%,500.0,1055.0,28600.0,3.81,59270.0,3.06,16.75
756.0,삼익악기,1165.0,15.0,-1.27%,500.0,1055.0,90531.0,2.47,177394.0,-13.39,10.29
757.0,엔에이치스팩19호,2055.0,15.0,+0.74%,100.0,1054.0,51290.0,2.52,338964.0,228.33,
758.0,모나리자,2870.0,30.0,-1.03%,500.0,1050.0,36571.0,1.02,105476.0,35.43,4.46
759.0,이아이디,1030.0,25.0,-2.37%,200.0,1049.0,101864.0,0.48,258756.0,-1.09,2.44
760.0,CJ우,46400.0,50.0,-0.11%,5000.0,1049.0,2260.0,7.53,246.0,5.11,
761.0,쌍방울,398.0,5.0,+1.27%,500.0,1045.0,262592.0,2.81,1521973.0,-1.94,-8.37
762.0,만호제강,25150.0,100.0,-0.40%,1000.0,1044.0,4150.0,2.64,2145.0,16.41,2.75
763.0,삼일제약,7600.0,40.0,-0.52%,500.0,1041.0,13702.0,3.84,106251.0,-21.78,-8.27
764.0,대양금속,3205.0,55.0,-1.69%,500.0,1037.0,32355.0,0.76,135152.0,4.71,17.39
765.0,세이브존I&C,2525.0,75.0,-2.88%,1000.0,1036.0,41041.0,9.31,123049.0,23.6,1.63
766.0,KINDEX 국고채10년,83590.0,1160.0,+1.41%,0.0,1031.0,1233.0,0.01,1767.0,,
767.0,크라운제과,8200.0,100.0,+1.23%,200.0,1027.0,12524.0,2.79,25427.0,4.6,8.36
768.0,유유제약,5900.0,10.0,-0.17%,1000.0,1017.0,17232.0,1.46,46725.0,-29.06,-1.86
769.0,신영와코루,11250.0,150.0,+1.35%,500.0,1012.0,9000.0,26.34,8748.0,11.61,2.03
770.0,SH에너지화학,910.0,4.0,-0.44%,500.0,1011.0,111134.0,33.79,788200.0,50.56,0.69
771.0,한국화장품,6280.0,110.0,-1.72%,500.0,1009.0,16068.0,0.31,21199.0,-15.32,-28.04
772.0,무림페이퍼,2425.0,155.0,-6.01%,2500.0,1009.0,41609.0,3.04,2543401.0,-11.55,-1.61
773.0,신송홀딩스,8530.0,490.0,-5.43%,500.0,1009.0,11829.0,0.59,185894.0,21.27,8.05
774.0,삼원강재,2510.0,45.0,+1.83%,500.0,1004.0,40000.0,0.58,2004.0,10.46,4.08
775.0,TIGER 미국다우존스30,20740.0,60.0,+0.29%,0.0,1004.0,4840.0,0.65,8531.0,,
776.0,한진중공업홀딩스,3390.0,20.0,-0.59%,5000.0,1001.0,29530.0,1.47,25487.0,45.2,-2.0
777.0,KODEX 차이나과창판STAR50(합성),7150.0,5.0,+0.07%,0.0,1001.0,14000.0,0.09,7894.0,,
778.0,대유플러스,827.0,24.0,+2.99%,500.0,1001.0,120999.0,1.19,5106352.0,-75.18,-2.17
779.0,동방,2080.0,20.0,-0.95%,1000.0,998.0,47972.0,2.02,53730.0,-17.63,-0.65
780.0,TIGER 중국소비테마,5935.0,35.0,-0.59%,0.0,981.0,16530.0,0.0,5424.0,,
781.0,TIGER 인버스,5975.0,40.0,-0.67%,0.0,980.0,16400.0,12.88,3224086.0,,
782.0,KBSTAR 코스닥150,9410.0,35.0,+0.37%,0.0,973.0,10340.0,0.36,13614.0,,
783.0,기신정기,3330.0,50.0,-1.48%,500.0,972.0,29200.0,64.73,7755.0,12.76,3.44
784.0,SK우,171500.0,1000.0,-0.58%,200.0,971.0,566.0,0.75,575.0,3.85,
785.0,한국수출포장,24150.0,150.0,+0.63%,5000.0,966.0,4000.0,4.77,1957.0,5.93,6.15
786.0,KBSTAR 2차전지액티브,8700.0,20.0,+0.23%,0.0,966.0,11100.0,0.2,94446.0,,
787.0,팜젠사이언스,6060.0,60.0,+1.00%,500.0,959.0,15831.0,1.74,27364.0,1.05,30.85
788.0,지투알,5760.0,10.0,+0.17%,1000.0,954.0,16567.0,32.41,3017.0,5.51,11.29
789.0,와이투솔루션,599.0,11.0,-1.80%,500.0,954.0,159236.0,0.73,297430.0,-6.73,-16.18
790.0,삼호개발,3805.0,5.0,-0.13%,500.0,951.0,25000.0,4.52,40198.0,6.87,6.45
791.0,TIGER 미디어컨텐츠,5450.0,55.0,+1.02%,0.0,947.0,17370.0,0.75,156569.0,,
792.0,삼화전기,14250.0,100.0,-0.70%,1000.0,942.0,6614.0,23.82,20737.0,6.55,24.67
793.0,상상인증권,866.0,14.0,-1.59%,1000.0,938.0,108337.0,0.31,165877.0,34.64,4.88
794.0,새론오토모티브,4875.0,100.0,-2.01%,500.0,936.0,19200.0,66.59,935.0,8.99,6.15
795.0,다스코,5070.0,255.0,+5.30%,500.0,935.0,18445.0,1.11,679449.0,15.04,-2.02
796.0,CJ씨푸드,2600.0,10.0,-0.38%,500.0,934.0,35931.0,0.85,67146.0,55.32,3.32
797.0,다이나믹디자인,14150.0,200.0,+1.43%,500.0,934.0,6602.0,0.0,3939268.0,-2.84,-49.05
798.0,마스턴프리미어리츠,3500.0,230.0,-6.17%,1000.0,930.0,26580.0,0.8,193715.0,,
799.0,조광페인트,7170.0,100.0,-1.38%,500.0,918.0,12800.0,2.36,108160.0,-4.37,-12.94
800.0,웰바이오텍,1370.0,0.0,0.00%,500.0,910.0,66432.0,0.67,223479.0,-10.15,-75.72
801.0,KTcs,2120.0,5.0,-0.24%,500.0,905.0,42685.0,6.69,39992.0,5.78,10.76
802.0,현대코퍼레이션홀딩스,9920.0,130.0,-1.29%,5000.0,903.0,9101.0,3.39,14734.0,5.15,6.68
803.0,대현,2025.0,10.0,-0.49%,500.0,897.0,44282.0,7.22,102374.0,3.86,9.07
804.0,한국화장품제조,19700.0,300.0,-1.50%,500.0,893.0,4532.0,1.08,5193.0,259.21,-2.75
805.0,크라운해태홀딩스,6010.0,60.0,-0.99%,500.0,892.0,14847.0,3.21,7960.0,15.53,1.56
806.0,KODEX 차이나CSI300,12010.0,130.0,-1.07%,0.0,889.0,7400.0,0.06,293313.0,,
807.0,카프로,2215.0,5.0,+0.23%,500.0,886.0,40000.0,2.67,59341.0,-1.49,1.57
808.0,휴니드,6270.0,630.0,-9.13%,5000.0,885.0,14116.0,24.44,380399.0,55.0,10.29
809.0,TIGER KRX바이오K-뉴딜,5740.0,100.0,+1.77%,0.0,884.0,15400.0,19.52,179562.0,,
810.0,진양산업,6780.0,40.0,-0.59%,500.0,881.0,13000.0,2.33,47066.0,15.73,13.64
811.0,KBSTAR 미국단기투자등급회사채액티브,10565.0,70.0,-0.66%,0.0,877.0,8300.0,0.0,486.0,,
812.0,플레이그램,970.0,8.0,-0.82%,100.0,870.0,89717.0,1.56,387340.0,-18.3,-31.6
813.0,광명전기,2005.0,10.0,-0.50%,500.0,869.0,43338.0,3.66,385538.0,14.12,5.54
814.0,일신석재,1120.0,20.0,-1.75%,500.0,868.0,77457.0,1.56,230429.0,280.0,-0.12
815.0,웅진,1085.0,15.0,-1.36%,500.0,867.0,79927.0,1.3,155312.0,10.14,49.76
816.0,이구산업,2590.0,25.0,-0.96%,500.0,866.0,33442.0,1.75,138500.0,4.12,18.72
817.0,IHQ,466.0,9.0,+1.97%,500.0,866.0,185854.0,1.8,254802.0,-3.43,-8.7
818.0,TIGER 차이나HSCEI,8660.0,210.0,-2.37%,0.0,862.0,9950.0,0.16,71801.0,,
819.0,신한 인버스 2X 천연가스 선물 ETN,250.0,0.0,0.00%,0.0,862.0,344600.0,0.0,2978416.0,,
820.0,계양전기,2640.0,130.0,-4.69%,500.0,861.0,32600.0,3.17,150812.0,-7.39,-3.37
821.0,보해양조,616.0,0.0,0.00%,500.0,857.0,139120.0,1.15,144303.0,-56.0,-1.12
822.0,천일고속,59900.0,1000.0,-1.64%,5000.0,856.0,1429.0,0.04,450.0,-10.58,-1.54
823.0,KTis,2455.0,15.0,+0.61%,500.0,854.0,34802.0,5.42,32624.0,3.08,13.89
824.0,지엠비코리아,4475.0,5.0,-0.11%,500.0,853.0,19072.0,55.37,8496.0,4.88,4.24
825.0,TRUE 레버리지 나스닥 100 ETN,17010.0,185.0,-1.08%,0.0,850.0,5000.0,0.0,81770.0,,
826.0,한일철강,3180.0,30.0,-0.93%,500.0,849.0,26697.0,0.91,30691.0,6.13,15.87
827.0,TRUE 인버스 2X 나스닥 100 ETN,2825.0,20.0,-0.70%,0.0,848.0,30000.0,0.04,1051847.0,,
828.0,남광토건,8590.0,80.0,+0.94%,5000.0,844.0,9829.0,0.29,18885.0,4.37,28.15
829.0,KODEX WTI원유선물(H),15855.0,315.0,-1.95%,0.0,844.0,5325.0,2.05,101716.0,,
830.0,문배철강,4115.0,115.0,-2.72%,500.0,844.0,20504.0,0.8,2057987.0,3.89,19.37
831.0,동방아그로,6190.0,10.0,+0.16%,500.0,843.0,13618.0,31.23,11774.0,12.4,4.86
832.0,한창제지,1410.0,15.0,-1.05%,500.0,841.0,59667.0,1.06,112633.0,6.95,14.78
833.0,토니모리,3475.0,40.0,-1.14%,200.0,836.0,24055.0,0.54,51708.0,-6.39,-9.01
834.0,KODEX WTI원유선물인버스(H),4530.0,95.0,+2.14%,0.0,836.0,18450.0,0.11,988566.0,,
835.0,보락,1395.0,0.0,0.00%,200.0,836.0,59900.0,1.09,93259.0,41.03,3.79
836.0,텔코웨어,8570.0,130.0,-1.49%,500.0,832.0,9703.0,1.04,3497.0,37.75,1.65
837.0,서울식품,221.0,6.0,+2.79%,100.0,828.0,374756.0,1.55,2044289.0,-31.57,-21.25
838.0,한솔홈데코,1025.0,5.0,+0.49%,1000.0,826.0,80565.0,3.35,317880.0,56.94,3.47
839.0,SK케미칼우,39000.0,200.0,-0.51%,5000.0,825.0,2115.0,15.6,5968.0,5.19,
840.0,TRUE 레버리지 S&P500 선물 ETN(H),16430.0,85.0,+0.52%,0.0,822.0,5000.0,0.0,2372.0,,
841.0,명문제약,2415.0,40.0,-1.63%,500.0,820.0,33953.0,1.05,52909.0,-16.43,-8.2
842.0,KBSTAR Fn5G테크,7255.0,5.0,-0.07%,0.0,816.0,11250.0,0.0,2112.0,,
843.0,동일고무벨트,5860.0,10.0,+0.17%,500.0,815.0,13900.0,1.93,13117.0,21.31,3.01
844.0,DRB동일,4085.0,30.0,-0.73%,500.0,814.0,19930.0,0.46,17758.0,22.32,-1.13
845.0,대원전선,1130.0,5.0,-0.44%,500.0,813.0,71965.0,2.19,370580.0,13.78,1.51
846.0,국제약품,4020.0,80.0,-1.95%,1000.0,812.0,20195.0,2.23,43393.0,103.08,-2.24
847.0,삼성공조,9990.0,60.0,+0.60%,500.0,812.0,8126.0,1.2,3440.0,72.39,-1.13
848.0,TIGER 200 건설,2455.0,35.0,+1.45%,0.0,809.0,32960.0,0.19,52540.0,,
849.0,세원정공,8090.0,0.0,0.00%,500.0,809.0,10000.0,14.92,0.0,-7.16,-2.52
850.0,KODEX 미국달러선물인버스,8020.0,55.0,+0.69%,0.0,808.0,10070.0,0.02,129572.0,,
851.0,삼영화학,2370.0,0.0,0.00%,500.0,806.0,34000.0,1.05,57461.0,18.81,7.5
852.0,사조씨푸드,4675.0,5.0,+0.11%,1000.0,805.0,17219.0,1.68,25810.0,7.7,4.47
853.0,한세엠케이,2650.0,50.0,-1.85%,500.0,798.0,30107.0,0.55,5378.0,-0.92,-49.66
854.0,유니온,5100.0,180.0,-3.41%,500.0,796.0,15612.0,0.15,462275.0,4.77,6.87
855.0,메타랩스,639.0,50.0,-7.26%,500.0,796.0,124523.0,0.0,247894.0,-2.16,-27.64
856.0,제일연마,7950.0,100.0,+1.27%,500.0,795.0,10000.0,4.36,15660.0,14.2,6.81
857.0,삼일씨엔에스,6220.0,50.0,-0.80%,1000.0,792.0,12732.0,0.45,8180.0,6.08,
858.0,KINDEX 미국WideMoat가치주,17205.0,240.0,-1.38%,0.0,791.0,4600.0,0.05,19533.0,,
859.0,써니전자,2270.0,15.0,-0.66%,500.0,791.0,34845.0,3.32,207099.0,18.02,6.82
860.0,KODEX 차이나2차전지MSCI(합성),9390.0,95.0,+1.02%,0.0,789.0,8400.0,0.23,20273.0,,
861.0,유니켐,1080.0,5.0,-0.46%,500.0,788.0,72921.0,1.01,205631.0,-180.0,3.49
862.0,시디즈,39250.0,350.0,-0.88%,500.0,785.0,2000.0,0.81,6137.0,12.47,23.47
863.0,까뮤이앤씨,1735.0,0.0,0.00%,500.0,783.0,45152.0,1.69,131297.0,-26.29,-3.32
864.0,두올,2350.0,50.0,-2.08%,2500.0,777.0,33067.0,1.0,80994.0,8.8,8.56
865.0,이건산업,7070.0,0.0,0.00%,5000.0,774.0,10953.0,4.88,25564.0,15.75,6.44
866.0,하이스틸,3835.0,130.0,-3.28%,500.0,774.0,20191.0,0.24,704557.0,8.19,8.73
867.0,인터지스,2590.0,5.0,-0.19%,500.0,770.0,29748.0,1.9,29894.0,2.74,7.51
868.0,NH프라임리츠,4110.0,185.0,-4.31%,500.0,767.0,18660.0,0.49,17102.0,33.15,2.48
869.0,한국종합기술,7000.0,600.0,+9.38%,500.0,766.0,10950.0,0.62,3504016.0,6.74,7.89
870.0,조비,14750.0,350.0,+2.43%,5000.0,766.0,5192.0,0.65,20294.0,9.77,3.54
871.0,마니커,1205.0,5.0,+0.42%,500.0,765.0,63511.0,2.15,106204.0,-1.57,-83.92
872.0,범양건영,3070.0,20.0,-0.65%,1000.0,762.0,24832.0,1.93,190403.0,9.27,5.79
873.0,KBSTAR 단기국공채액티브,102555.0,15.0,-0.01%,0.0,762.0,743.0,0.0,1533.0,,
874.0,대우부품,1590.0,40.0,-2.45%,500.0,758.0,47646.0,1.32,431439.0,-25.65,-0.12
875.0,비상교육,5810.0,70.0,-1.19%,500.0,755.0,12997.0,5.53,10551.0,16.6,3.06
876.0,신세계건설,18800.0,300.0,+1.62%,5000.0,752.0,4000.0,5.51,3697.0,4.82,12.21
877.0,KODEX 은선물(H),3840.0,65.0,-1.66%,0.0,749.0,19500.0,0.09,620831.0,,
878.0,신한 WTI원유 선물 ETN(H),7480.0,155.0,-2.03%,0.0,748.0,10000.0,0.0,3922.0,,
879.0,콤텍시스템,610.0,7.0,-1.13%,500.0,738.0,121051.0,1.5,285695.0,152.5,2.03
880.0,혜인,5770.0,130.0,+2.30%,500.0,734.0,12713.0,5.84,1549025.0,18.98,4.98
881.0,두산2우B,82100.0,700.0,-0.85%,5000.0,733.0,893.0,0.13,455.0,-16.55,
882.0,한창,923.0,71.0,-7.14%,500.0,732.0,79282.0,1.0,3322436.0,-2.23,-66.2
883.0,덕성,4655.0,60.0,-1.27%,500.0,730.0,15680.0,3.76,200097.0,14.24,7.83
884.0,KINDEX G2전기차&자율주행액티브,8890.0,80.0,-0.89%,0.0,729.0,8200.0,0.16,25412.0,,
885.0,큐로,315.0,2.0,-0.63%,500.0,728.0,231212.0,0.81,369535.0,-13.12,-12.68
886.0,우진플라임,3640.0,30.0,-0.82%,500.0,728.0,20000.0,6.14,32797.0,2.46,31.51
887.0,신한 인버스 2X WTI원유 선물 ETN(H),115.0,5.0,+4.55%,0.0,728.0,633000.0,0.0,2573778.0,,
888.0,오리엔트바이오,612.0,3.0,-0.49%,500.0,726.0,118583.0,0.58,150150.0,3.22,51.92
889.0,미래에셋맵스리츠,3605.0,35.0,-0.96%,1000.0,725.0,20100.0,0.49,49620.0,54.62,1.4
890.0,대유에이텍,628.0,1.0,-0.16%,500.0,723.0,115178.0,1.46,742732.0,-2.67,-14.41
891.0,덕양산업,2215.0,35.0,-1.56%,500.0,721.0,32565.0,0.36,98134.0,10.35,12.38
892.0,엔케이,900.0,18.0,+2.04%,500.0,720.0,79983.0,2.11,192259.0,5.88,11.62
893.0,핸즈코퍼레이션,3285.0,75.0,-2.23%,500.0,718.0,21863.0,0.17,5316.0,-0.98,-22.08
894.0,삼화왕관,33200.0,250.0,-0.75%,5000.0,715.0,2154.0,3.44,1675.0,-84.91,0.99
895.0,사조오양,7590.0,80.0,-1.04%,5000.0,715.0,9423.0,2.4,10146.0,4.26,8.27
896.0,DSR,4445.0,25.0,-0.56%,500.0,711.0,16000.0,0.79,36345.0,3.96,7.29
897.0,코스맥스비티아이,7350.0,170.0,-2.26%,500.0,706.0,9604.0,4.18,26049.0,10.87,4.72
898.0,화승알앤에이,3715.0,40.0,-1.07%,500.0,706.0,18994.0,0.53,94467.0,79.04,
899.0,아모레G우,10950.0,250.0,-2.23%,500.0,706.0,6444.0,39.51,4642.0,24.55,
900.0,KODEX 200ESG,10620.0,40.0,+0.38%,0.0,701.0,6600.0,0.0,541.0,,
901.0,TIGER 200선물레버리지,9320.0,130.0,+1.41%,0.0,699.0,7500.0,2.74,1153326.0,,
902.0,아센디오,868.0,14.0,-1.59%,500.0,699.0,80509.0,0.0,119411.0,-7.82,-20.06
903.0,한국프랜지,2290.0,5.0,-0.22%,1000.0,697.0,30450.0,3.61,75440.0,3.41,7.74
904.0,TIGER 중장기국채,47110.0,415.0,+0.89%,0.0,697.0,1480.0,0.05,4030.0,,
905.0,TIGER 차이나CSI300레버리지(합성),20355.0,475.0,-2.28%,0.0,696.0,3420.0,0.0,13371.0,,
906.0,경동인베스트,29300.0,0.0,0.00%,5000.0,693.0,2365.0,9.61,4156.0,3.89,3.43
907.0,TIGER 국채3년,104280.0,695.0,+0.67%,0.0,688.0,660.0,0.01,410.0,,
908.0,TIGER 경기방어,8530.0,5.0,-0.06%,0.0,686.0,8040.0,0.0,4302.0,,
909.0,한솔로지스틱스,2495.0,25.0,-0.99%,500.0,686.0,27477.0,3.76,82852.0,3.1,35.28
910.0,유성기업,2635.0,25.0,-0.94%,500.0,684.0,25948.0,11.43,15833.0,12.26,2.97
911.0,대호에이엘,1310.0,5.0,+0.38%,500.0,681.0,52004.0,3.73,742378.0,-59.55,-6.31
912.0,부산산업,64400.0,1100.0,-1.68%,5000.0,680.0,1056.0,0.64,1752.0,159.8,-3.26
913.0,KBSTAR 코스닥150선물레버리지,6580.0,70.0,+1.08%,0.0,678.0,10300.0,0.52,30608.0,,
914.0,티에이치엔,3755.0,130.0,+3.59%,500.0,676.0,18000.0,0.53,108062.0,4.55,22.29
915.0,국보,850.0,12.0,-1.39%,500.0,675.0,79381.0,0.19,296613.0,-4.38,-57.13
916.0,영보화학,3370.0,30.0,-0.88%,500.0,674.0,20000.0,52.08,5120.0,14.04,2.31
917.0,KODEX 국고채30년액티브,88975.0,1490.0,+1.70%,0.0,674.0,757.0,0.0,3650.0,,
918.0,호전실업,6900.0,150.0,-2.13%,500.0,673.0,9750.0,0.62,29112.0,3.1,10.38
919.0,코오롱인더우,24300.0,100.0,+0.41%,5000.0,673.0,2768.0,12.08,2753.0,3.85,
920.0,평화산업,1225.0,0.0,0.00%,500.0,673.0,54902.0,1.6,532786.0,-15.31,0.8
921.0,SOL KIS단기통안채,101500.0,0.0,0.00%,0.0,670.0,660.0,0.0,66300.0,,
922.0,솔루스첨단소재1우,7900.0,100.0,-1.25%,100.0,668.0,8455.0,11.65,5473.0,35.43,
923.0,신풍제약우,30050.0,50.0,+0.17%,500.0,661.0,2200.0,0.37,2485.0,-71.04,
924.0,화천기공,29950.0,50.0,+0.17%,5000.0,659.0,2200.0,8.55,1640.0,5.44,3.08
925.0,KC그린홀딩스,2935.0,35.0,-1.18%,500.0,658.0,22435.0,2.24,30753.0,-3.23,1.73
926.0,화승코퍼레이션,1310.0,10.0,-0.76%,500.0,656.0,50051.0,0.51,65292.0,-1.62,-23.17
927.0,가온전선,15700.0,400.0,-2.48%,5000.0,653.0,4160.0,1.93,10958.0,6.36,2.2
928.0,KOSEF 인도Nifty50(합성),19465.0,180.0,-0.92%,0.0,652.0,3350.0,0.1,18449.0,,
929.0,남성,1800.0,35.0,-1.91%,500.0,652.0,36212.0,0.72,86433.0,8.96,6.28
930.0,TRUE S&P500 선물 ETN,12995.0,95.0,-0.73%,0.0,650.0,5000.0,0.0,243.0,,
931.0,TIGER 200 중공업,2760.0,15.0,+0.55%,0.0,649.0,23500.0,0.11,356366.0,,
932.0,영흥,639.0,24.0,-3.62%,500.0,647.0,101310.0,0.3,346991.0,5.76,3.58
933.0,대신 철광석 선물 ETN(H),32300.0,235.0,-0.72%,0.0,646.0,2000.0,0.0,315.0,,
934.0,KINDEX 미국고배당S&P,10585.0,0.0,0.00%,0.0,646.0,6100.0,0.09,17506.0,,
935.0,화인베스틸,2165.0,0.0,0.00%,500.0,645.0,29782.0,1.97,42230.0,4.72,3.05
936.0,TIGER Fn반도체TOP10,6745.0,120.0,+1.81%,0.0,644.0,9550.0,0.12,240356.0,,
937.0,KBSTAR 중국본토대형주CSI100,17710.0,240.0,-1.34%,0.0,638.0,3600.0,0.0,2250.0,,
938.0,대림B&Co,3815.0,85.0,-2.18%,1000.0,636.0,16672.0,2.42,17897.0,1907.5,0.7
939.0,TRUE 인버스 2X 천연가스 선물 ETN(H),425.0,0.0,0.00%,0.0,629.0,148000.0,0.0,3475876.0,,
940.0,KBSTAR 고배당,10390.0,90.0,+0.87%,0.0,629.0,6050.0,0.0,11303.0,,
941.0,유한양행우,53000.0,500.0,+0.95%,1000.0,626.0,1181.0,0.0,295.0,40.3,
942.0,삼정펄프,25000.0,200.0,-0.79%,5000.0,625.0,2500.0,3.62,1601.0,7.27,3.57
943.0,부국철강,3120.0,90.0,-2.80%,500.0,624.0,20000.0,0.94,140303.0,6.9,7.53
944.0,일진디스플,1210.0,10.0,+0.83%,500.0,623.0,51514.0,1.91,80496.0,-2.04,-223.37
945.0,인팩,6230.0,140.0,-2.20%,500.0,623.0,10000.0,0.57,36811.0,21.56,3.1
946.0,우성,20150.0,50.0,+0.25%,5000.0,623.0,3090.0,2.37,3043.0,-7.98,-3.32
947.0,GS우,34700.0,0.0,0.00%,5000.0,619.0,1785.0,9.64,384.0,1.49,
948.0,세하,1075.0,75.0,-6.52%,1000.0,619.0,57563.0,0.31,230001.0,6.72,11.03
949.0,ARIRANG 신흥국MSCI(합성 H),8105.0,110.0,-1.34%,0.0,618.0,7620.0,0.03,16364.0,,
950.0,태평양물산,1280.0,30.0,-2.29%,500.0,616.0,48150.0,1.76,199416.0,-17.3,-8.32
951.0,현대건설우,57600.0,400.0,-0.69%,5000.0,608.0,1055.0,5.65,1841.0,11.36,
952.0,CS홀딩스,52500.0,400.0,-0.76%,5000.0,606.0,1154.0,4.41,2577.0,3.47,5.87
953.0,에이엔피,2085.0,20.0,+0.97%,500.0,606.0,29048.0,0.0,154307.0,-2.4,-33.82
954.0,파워 200,29110.0,175.0,+0.60%,0.0,597.0,2050.0,0.0,45.0,,
955.0,KODEX K-신재생에너지액티브,10435.0,15.0,+0.14%,0.0,595.0,5700.0,2.42,14512.0,,
956.0,DSR제강,4130.0,10.0,+0.24%,500.0,595.0,14400.0,1.86,28433.0,3.36,5.08
957.0,KODEX 200exTOP,9745.0,50.0,+0.52%,0.0,594.0,6100.0,0.0,1.0,,
958.0,HANARO e커머스,10510.0,65.0,+0.62%,0.0,594.0,5650.0,0.0,596.0,,
959.0,KODEX 한국대만IT프리미어,15150.0,15.0,-0.10%,0.0,591.0,3900.0,0.0,1966.0,,
960.0,TRUE 나스닥 100 ETN,11720.0,70.0,-0.59%,0.0,586.0,5000.0,0.0,818.0,,
961.0,모나미,3090.0,170.0,-5.21%,1000.0,584.0,18897.0,1.31,202428.0,3.65,16.48
962.0,페이퍼코리아,1225.0,10.0,+0.82%,500.0,583.0,47567.0,0.59,192356.0,11.04,25.18
963.0,성보화학,2905.0,55.0,-1.86%,500.0,582.0,20020.0,0.89,66722.0,8.99,1.0
964.0,진양화학,3675.0,45.0,-1.21%,500.0,581.0,15800.0,0.88,26881.0,-11.27,-8.35
965.0,진양폴리,5780.0,190.0,-3.18%,500.0,578.0,10000.0,2.28,67574.0,10.16,13.49
966.0,부국증권우,19250.0,0.0,0.00%,5000.0,578.0,3000.0,11.95,39.0,4.13,
967.0,DL이앤씨2우(전환),27300.0,150.0,-0.55%,5000.0,577.0,2112.0,5.71,1719.0,2.24,
968.0,KR모터스,599.0,18.0,-2.92%,500.0,576.0,96138.0,45.14,934417.0,-7.13,-25.82
969.0,미래에셋증권우,4090.0,0.0,0.00%,5000.0,576.0,14076.0,0.42,4597.0,3.32,
