N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
240.0,삼양식품,104000.0,3500.0,-3.26%,5000.0,7834.0,7533.0,7.11,21942.0,9.9,15.38
241.0,대한유화,120000.0,8500.0,+7.62%,5000.0,7800.0,6500.0,9.64,66591.0,-138.09,7.64
242.0,다우기술,17300.0,250.0,+1.47%,500.0,7762.0,44867.0,22.18,32232.0,2.75,21.11
243.0,한국콜마,33850.0,1250.0,-3.56%,500.0,7745.0,22881.0,25.9,154157.0,21.9,5.48
244.0,일동제약,28550.0,600.0,-2.06%,1000.0,7652.0,26803.0,3.72,352955.0,-4.19,-48.94
245.0,NHN,21200.0,300.0,-1.40%,500.0,7636.0,36017.0,13.81,73327.0,10.88,6.81
246.0,진에어,14400.0,450.0,-3.03%,1000.0,7517.0,52200.0,2.27,235786.0,-10.19,-98.62
247.0,풍산,26700.0,450.0,+1.71%,5000.0,7482.0,28024.0,10.5,69709.0,3.28,15.56
248.0,한일시멘트,10800.0,50.0,+0.47%,500.0,7480.0,69262.0,2.44,93211.0,10.56,5.89
249.0,해성디에스,43350.0,150.0,-0.34%,5000.0,7370.0,17000.0,11.28,81318.0,5.55,27.09
250.0,롯데관광개발,10050.0,150.0,+1.52%,500.0,7269.0,72333.0,3.01,265161.0,-3.4,-140.42
251.0,대상,20850.0,350.0,+1.71%,1000.0,7224.0,34648.0,11.19,101623.0,5.73,12.48
252.0,녹십자홀딩스,15350.0,100.0,+0.66%,500.0,7219.0,47028.0,6.52,38289.0,23.51,5.68
253.0,드림텍,10700.0,150.0,+1.42%,100.0,7210.0,67380.0,24.05,96745.0,7.64,22.97
254.0,대신증권,14050.0,200.0,+1.44%,5000.0,7134.0,50773.0,12.27,15965.0,4.17,26.41
255.0,한올바이오파마,13650.0,150.0,+1.11%,500.0,7131.0,52241.0,5.3,109972.0,758.33,5.16
256.0,넥센타이어,7270.0,470.0,+6.91%,500.0,7100.0,97668.0,5.19,438389.0,-12.98,0.31
257.0,TIGER 단기채권액티브,50780.0,30.0,-0.06%,0.0,7055.0,13894.0,0.0,9930.0,,
258.0,영원무역홀딩스,51300.0,1700.0,-3.21%,500.0,6995.0,13636.0,18.25,18058.0,2.22,14.72
259.0,율촌화학,28050.0,700.0,-2.43%,500.0,6956.0,24800.0,5.14,70743.0,204.74,2.44
260.0,TIGER 200 IT,26435.0,345.0,+1.32%,0.0,6947.0,26280.0,0.09,103997.0,,
261.0,HDC현대산업개발,10400.0,100.0,+0.97%,5000.0,6854.0,65907.0,6.89,157099.0,-315.15,6.28
262.0,에이프로젠,900.0,1.0,+0.11%,500.0,6849.0,760976.0,8.0,2119790.0,-16.07,-5.5
263.0,SPC삼립,78300.0,1800.0,-2.25%,5000.0,6757.0,8629.0,2.88,6587.0,14.11,12.68
264.0,CJ CGV,14050.0,100.0,+0.72%,500.0,6703.0,47710.0,5.58,90597.0,-2.09,-156.09
265.0,현대에너지솔루션,59800.0,600.0,+1.01%,5000.0,6698.0,11200.0,7.33,317762.0,52.14,-2.05
266.0,LG전자우,38350.0,0.0,0.00%,5000.0,6591.0,17186.0,39.07,11693.0,3.76,
267.0,보령,9560.0,380.0,+4.14%,500.0,6567.0,68690.0,5.71,5962604.0,12.45,10.58
268.0,현대건설기계,33250.0,1250.0,+3.91%,5000.0,6551.0,19701.0,11.97,131995.0,8.6,8.92
269.0,신한 레버리지 WTI원유 선물 ETN(H),1310.0,60.0,-4.38%,0.0,6550.0,500000.0,0.0,514542.0,,
270.0,대한해운,2030.0,0.0,0.00%,500.0,6479.0,319177.0,6.75,1373100.0,2.25,23.91
271.0,KCC글라스,40150.0,100.0,-0.25%,1000.0,6412.0,15971.0,8.62,8259.0,5.7,
272.0,쿠쿠홈시스,28500.0,550.0,-1.89%,100.0,6395.0,22437.0,4.36,15355.0,4.92,26.53
273.0,LG생활건강우,303500.0,8000.0,-2.57%,5000.0,6373.0,2100.0,79.41,2571.0,9.01,
274.0,LX홀딩스,8280.0,30.0,+0.36%,1000.0,6316.0,76281.0,6.33,89610.0,2.65,
275.0,쏘카,19250.0,1750.0,+10.00%,100.0,6300.0,32726.0,0.34,4556492.0,81.57,5.83
276.0,우리종금,719.0,4.0,+0.56%,500.0,6286.0,874203.0,2.02,1006333.0,7.73,14.16
277.0,이수화학,22450.0,350.0,+1.58%,5000.0,6277.0,27960.0,6.59,1033252.0,9.69,35.21
278.0,화승엔터프라이즈,10200.0,150.0,-1.45%,500.0,6180.0,60589.0,4.13,85742.0,-130.77,-1.24
279.0,현대그린푸드,6260.0,10.0,-0.16%,500.0,6116.0,97704.0,9.66,121801.0,13.18,2.41
280.0,케이카,12700.0,300.0,+2.42%,500.0,6107.0,48087.0,13.0,244504.0,17.35,20.96
281.0,동아쏘시오홀딩스,95700.0,100.0,-0.10%,5000.0,6076.0,6349.0,12.56,2558.0,12.4,6.5
282.0,TIGER 미국달러단기채권액티브,12190.0,110.0,-0.89%,0.0,6060.0,49710.0,0.03,273303.0,,
283.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),10660.0,80.0,-0.74%,0.0,6055.0,56800.0,1.26,183813.0,,
284.0,한섬,24550.0,100.0,+0.41%,500.0,6047.0,24630.0,26.76,175435.0,4.86,9.71
285.0,DN오토모티브,60300.0,100.0,-0.17%,500.0,6026.0,9994.0,2.19,8228.0,5.1,12.09
286.0,SNT모티브,41150.0,650.0,+1.60%,5000.0,6017.0,14623.0,16.31,11819.0,6.88,9.9
287.0,세아제강지주,145000.0,2500.0,+1.75%,5000.0,6005.0,4142.0,5.11,13672.0,2.62,16.14
288.0,세아베스틸지주,16650.0,500.0,+3.10%,5000.0,5971.0,35862.0,9.25,649873.0,3.4,10.81
289.0,한세실업,14650.0,650.0,+4.64%,500.0,5860.0,40000.0,9.23,361323.0,8.21,15.21
290.0,쿠쿠홀딩스,16450.0,200.0,-1.20%,100.0,5850.0,35562.0,7.01,13929.0,4.58,17.58
291.0,제주항공,11750.0,100.0,+0.86%,1000.0,5847.0,49760.0,1.33,121897.0,-2.31,-135.83
292.0,티와이홀딩스,11400.0,50.0,+0.44%,500.0,5806.0,50929.0,5.85,21043.0,4.63,11.58
293.0,한국단자,55000.0,1300.0,-2.31%,500.0,5728.0,10415.0,20.77,14988.0,13.47,7.83
294.0,SK디스커버리,30050.0,50.0,+0.17%,5000.0,5721.0,19038.0,8.72,11487.0,2.99,9.77
295.0,SBS,31200.0,700.0,-2.19%,5000.0,5695.0,18253.0,0.0,15551.0,4.02,23.21
296.0,ARIRANG 200,29280.0,225.0,+0.77%,0.0,5680.0,19400.0,0.22,39787.0,,
297.0,지누스,32850.0,150.0,-0.45%,500.0,5661.0,17232.0,16.69,19423.0,11.09,11.57
298.0,KODEX MSCI Korea TR,9475.0,35.0,+0.37%,0.0,5609.0,59200.0,9.6,314991.0,,
299.0,파미셀,9110.0,0.0,0.00%,500.0,5462.0,59959.0,9.46,296394.0,43.38,15.54
300.0,KODEX Top5PlusTR,14055.0,180.0,+1.30%,0.0,5453.0,38800.0,12.89,7195.0,,
301.0,QV 코스피 변동성 매칭형 양매도 ETN,7790.0,0.0,0.00%,0.0,5453.0,70000.0,0.0,0.0,,
302.0,현대홈쇼핑,45400.0,100.0,-0.22%,5000.0,5448.0,12000.0,26.08,5664.0,5.73,5.53
303.0,HANARO 200,28860.0,195.0,+0.68%,0.0,5440.0,18850.0,0.02,118683.0,,
304.0,F&F홀딩스,13850.0,150.0,-1.07%,500.0,5417.0,39114.0,0.43,31714.0,4.85,153.88
305.0,KODEX 자동차,15700.0,140.0,-0.88%,0.0,5354.0,34100.0,0.22,364894.0,,
306.0,효성중공업,57400.0,400.0,-0.69%,5000.0,5352.0,9325.0,6.44,27391.0,34.7,6.35
307.0,동원F&B,138500.0,2500.0,-1.77%,5000.0,5345.0,3859.0,6.17,1684.0,8.94,8.99
308.0,삼양홀딩스,62200.0,200.0,+0.32%,5000.0,5327.0,8564.0,7.08,6743.0,3.44,14.53
309.0,신한알파리츠,7210.0,40.0,+0.56%,1000.0,5323.0,73830.0,4.76,51746.0,38.76,1.68
310.0,KBSTAR 단기통안채,105700.0,45.0,-0.04%,0.0,5210.0,4929.0,0.12,64045.0,,
311.0,신영증권,55500.0,200.0,+0.36%,5000.0,5209.0,9386.0,7.38,1804.0,35.24,6.45
312.0,미래에셋증권2우B,3700.0,15.0,+0.41%,5000.0,5180.0,140000.0,10.48,23881.0,3.0,
313.0,세방전지,36800.0,400.0,-1.08%,500.0,5152.0,14000.0,23.64,36694.0,9.1,7.38
314.0,한화투자증권,2380.0,10.0,-0.42%,5000.0,5106.0,214548.0,7.1,477865.0,5.83,9.24
315.0,KOSEF 200TR,34960.0,295.0,+0.85%,0.0,5104.0,14600.0,0.16,3590.0,,
316.0,부광약품,7130.0,70.0,+0.99%,500.0,5067.0,71063.0,5.6,113760.0,,-0.35
317.0,KODEX 미국S&P500TR,11445.0,50.0,-0.43%,0.0,5047.0,44100.0,0.31,307226.0,,
318.0,HSD엔진,7020.0,220.0,+3.24%,1000.0,5022.0,71544.0,2.15,397880.0,-6.39,-19.71
319.0,KODEX 코스닥150,9485.0,85.0,+0.90%,0.0,5022.0,52950.0,1.52,9123238.0,,
320.0,유안타증권,2515.0,15.0,-0.59%,5000.0,5020.0,199597.0,63.29,75819.0,55.89,10.35
321.0,한국카본,11300.0,0.0,0.00%,500.0,4968.0,43961.0,9.99,319916.0,48.92,3.73
322.0,삼성화재우,155500.0,500.0,+0.32%,500.0,4964.0,3192.0,21.86,1785.0,6.81,
323.0,KINDEX 미국S&P500,13055.0,60.0,-0.46%,0.0,4961.0,38000.0,0.72,87576.0,,
324.0,코스맥스,43450.0,1950.0,-4.30%,500.0,4931.0,11350.0,22.39,121796.0,9.28,16.47
325.0,경동나비엔,33700.0,200.0,+0.60%,1000.0,4910.0,14569.0,8.91,27468.0,7.65,20.2
326.0,SK디앤디,22100.0,0.0,0.00%,1000.0,4904.0,22190.0,5.03,5700.0,3.68,22.91
327.0,KINDEX 200,28830.0,115.0,+0.40%,0.0,4843.0,16800.0,7.56,127613.0,,
328.0,엠씨넥스,26850.0,400.0,+1.51%,500.0,4827.0,17978.0,7.62,29414.0,9.74,14.32
329.0,애경케미칼,9680.0,260.0,+2.76%,500.0,4709.0,48649.0,5.82,135772.0,5.09,14.23
330.0,SGC에너지,32000.0,700.0,-2.14%,5000.0,4697.0,14677.0,3.23,14128.0,6.03,10.22
331.0,미래에셋생명,2640.0,35.0,-1.31%,5000.0,4673.0,177016.0,4.17,29897.0,4.93,3.78
332.0,영진약품,2550.0,45.0,+1.80%,500.0,4664.0,182893.0,4.73,291505.0,-55.43,-10.56
333.0,삼성SDI우,287500.0,1500.0,+0.52%,5000.0,4651.0,1618.0,17.24,1880.0,13.41,
334.0,콘텐트리중앙,24050.0,750.0,-3.02%,5000.0,4633.0,19262.0,1.63,109080.0,-12.96,-28.44
335.0,NICE,12200.0,0.0,0.00%,500.0,4622.0,37882.0,15.36,33457.0,10.76,8.01
336.0,KODEX 선진국MSCI World,19495.0,90.0,-0.46%,0.0,4620.0,23700.0,0.0,6411.0,,
337.0,프레스티지바이오파마,7660.0,130.0,-1.67%,0.0,4603.0,60096.0,63.14,34510.0,-2.18,-32.84
338.0,남해화학,9190.0,470.0,+5.39%,1000.0,4565.0,49679.0,4.54,497897.0,6.46,
339.0,한화손해보험,3835.0,190.0,+5.21%,5000.0,4477.0,116739.0,6.94,349138.0,2.58,6.13
340.0,롯데손해보험,1420.0,5.0,-0.35%,1000.0,4407.0,310336.0,0.71,72523.0,4.86,12.3
341.0,흥아해운,1825.0,410.0,+28.98%,500.0,4388.0,240425.0,0.8,19007849.0,-19.01,42.88
342.0,KODEX 단기변동금리부채권액티브,104380.0,35.0,-0.03%,0.0,4358.0,4175.0,0.0,617.0,,
343.0,LF,14800.0,100.0,+0.68%,5000.0,4328.0,29240.0,22.64,35250.0,3.2,9.24
344.0,동일산업,174000.0,0.0,0.00%,5000.0,4220.0,2425.0,2.26,2658.0,9.88,11.48
345.0,KB스타리츠,4110.0,110.0,-2.61%,500.0,4168.0,101414.0,0.49,328757.0,,
346.0,쌍용차,2770.0,0.0,0.00%,5000.0,4151.0,149840.0,76.58,0.0,-3.85,305.77
347.0,동아에스티,49000.0,150.0,-0.31%,5000.0,4139.0,8447.0,19.89,5264.0,39.23,1.97
348.0,TIGER KRX2차전지K-뉴딜,13710.0,50.0,-0.36%,0.0,4120.0,30050.0,0.7,1024060.0,,
349.0,KODEX 코스피,22400.0,95.0,+0.43%,0.0,4077.0,18200.0,0.01,73143.0,,
350.0,코람코에너지리츠,4580.0,50.0,-1.08%,500.0,4055.0,88534.0,1.36,51960.0,26.17,3.15
351.0,자화전자,20200.0,650.0,-3.12%,500.0,4052.0,20059.0,2.87,163353.0,21.38,7.54
352.0,풀무원,10600.0,250.0,-2.30%,500.0,4041.0,38121.0,0.58,41690.0,48.85,2.91
353.0,신영증권우,57200.0,500.0,-0.87%,5000.0,4035.0,7054.0,6.42,1397.0,36.32,
354.0,고려제강,17500.0,400.0,-2.23%,1000.0,4025.0,23000.0,6.99,16736.0,2.9,9.0
355.0,국도화학,44600.0,500.0,+1.13%,5000.0,4019.0,9011.0,19.07,16224.0,2.63,23.53
356.0,송원산업,16650.0,300.0,+1.83%,500.0,3996.0,24000.0,17.05,114265.0,3.09,14.43
357.0,미래에셋 레버리지 원유선물혼합 ETN(H),9730.0,430.0,-4.23%,0.0,3989.0,41000.0,0.0,15087.0,,
358.0,KINDEX 미국나스닥100,11920.0,110.0,-0.91%,0.0,3981.0,33400.0,0.04,81932.0,,
359.0,TIGER 미국S&P500선물(H),42230.0,130.0,+0.31%,0.0,3980.0,9425.0,0.0,68121.0,,
360.0,세아제강,140000.0,1000.0,+0.72%,5000.0,3971.0,2836.0,8.9,16017.0,2.62,14.34
361.0,아모레퍼시픽우,37600.0,450.0,-1.18%,500.0,3970.0,10558.0,62.38,12648.0,30.9,
362.0,JW중외제약,17750.0,200.0,+1.14%,2500.0,3937.0,22178.0,7.19,24406.0,46.71,-0.47
363.0,신성이엔지,1905.0,35.0,-1.80%,500.0,3921.0,205848.0,5.09,895142.0,-146.54,-7.97
364.0,KBSTAR KIS종합채권(A-이상)액티브,91550.0,495.0,+0.54%,0.0,3878.0,4236.0,0.0,2.0,,
365.0,빙그레,38700.0,300.0,-0.77%,5000.0,3812.0,9851.0,20.68,2044.0,-18.33,-3.37
366.0,스카이라이프,7950.0,10.0,+0.13%,2500.0,3802.0,47822.0,11.11,43139.0,6.68,7.87
367.0,맵스리얼티1,4095.0,30.0,+0.74%,0.0,3802.0,92834.0,3.53,25439.0,,
368.0,세아홀딩스,94700.0,0.0,0.00%,5000.0,3788.0,4000.0,0.62,12.0,4.27,2.59
369.0,효성화학,117500.0,1000.0,+0.86%,5000.0,3748.0,3190.0,7.74,10555.0,-2.41,15.58
370.0,KOSEF 국고채10년,104800.0,1510.0,+1.46%,0.0,3741.0,3570.0,0.0,11637.0,,
371.0,한국자산신탁,3015.0,10.0,-0.33%,500.0,3738.0,123978.0,7.08,99235.0,3.41,13.28
372.0,한솔제지,15650.0,250.0,+1.62%,5000.0,3725.0,23801.0,10.91,144740.0,8.11,2.08
373.0,수산인더스트리,26000.0,1650.0,-5.97%,200.0,3714.0,14286.0,2.01,108021.0,4.92,21.9
374.0,KEC,2545.0,45.0,-1.74%,500.0,3684.0,144748.0,2.71,1487365.0,25.71,4.41
375.0,KODEX 코스닥150선물인버스,5725.0,65.0,-1.12%,0.0,3675.0,64200.0,5.16,43594058.0,,
376.0,서흥,31550.0,1050.0,-3.22%,500.0,3650.0,11569.0,10.87,8106.0,9.03,14.79
377.0,KODEX 미국나스닥100TR,10220.0,95.0,-0.92%,0.0,3628.0,35500.0,0.17,218737.0,,
378.0,아세아시멘트,9290.0,50.0,+0.54%,500.0,3619.0,38958.0,3.62,46997.0,4.66,11.01
379.0,코오롱플라스틱,9510.0,60.0,+0.63%,1000.0,3614.0,38000.0,0.54,118906.0,14.22,10.38
380.0,교보증권,5580.0,20.0,-0.36%,5000.0,3608.0,64653.0,3.55,9711.0,3.79,10.79
381.0,삼양사,34950.0,0.0,0.00%,5000.0,3605.0,10313.0,4.34,11732.0,8.49,3.39
382.0,대신증권우,13600.0,150.0,+1.12%,5000.0,3536.0,26000.0,10.07,14609.0,4.04,
383.0,롯데정보통신,22950.0,350.0,-1.50%,5000.0,3533.0,15396.0,1.4,5413.0,18.61,8.19
384.0,DI동일,13800.0,0.0,0.00%,500.0,3528.0,25568.0,2.79,43829.0,7.6,8.01
385.0,아이마켓코리아,10500.0,0.0,0.00%,500.0,3510.0,33429.0,8.26,32540.0,11.21,10.52
386.0,코오롱글로벌,13800.0,0.0,0.00%,5000.0,3479.0,25210.0,1.12,60963.0,2.4,25.89
387.0,유나이티드제약,21200.0,2300.0,-9.79%,500.0,3444.0,16245.0,7.21,324588.0,8.81,9.92
388.0,HDC,5710.0,50.0,-0.87%,5000.0,3411.0,59742.0,18.04,53829.0,22.93,4.9
389.0,대원제약,15600.0,250.0,+1.63%,500.0,3407.0,21843.0,17.68,134484.0,11.39,3.23
390.0,삼진제약,24500.0,300.0,-1.21%,1000.0,3406.0,13900.0,6.0,180772.0,16.06,12.69
391.0,지역난방공사,29400.0,0.0,0.00%,5000.0,3404.0,11579.0,0.76,4233.0,-1.29,1.18
392.0,KODEX 미국FANG플러스(H),17275.0,350.0,-1.99%,0.0,3381.0,19570.0,0.0,94404.0,,
393.0,한국토지신탁,1335.0,0.0,0.00%,1000.0,3371.0,252489.0,14.06,463784.0,3.13,14.37
394.0,코리아써키트,14150.0,150.0,+1.07%,500.0,3342.0,23621.0,6.43,148512.0,4.62,14.99
395.0,KOSEF 200,28790.0,220.0,+0.77%,0.0,3340.0,11600.0,0.0,81681.0,,
396.0,TIGER 일본니케이225,15215.0,195.0,-1.27%,0.0,3338.0,21940.0,0.0,825.0,,
397.0,HJ중공업,3995.0,220.0,-5.22%,5000.0,3327.0,83274.0,19.89,62844.0,-3.31,-37.18
398.0,코오롱,26200.0,350.0,+1.35%,5000.0,3308.0,12626.0,9.88,55013.0,3.03,17.18
399.0,대성에너지,11950.0,350.0,-2.85%,1000.0,3286.0,27500.0,0.94,352625.0,25.53,3.77
400.0,DL건설,14900.0,100.0,-0.67%,5000.0,3286.0,22053.0,2.37,24559.0,3.2,19.95
401.0,이수페타시스,5200.0,190.0,+3.79%,1000.0,3289.0,63246.0,4.29,891755.0,6.53,-3.78
402.0,세진중공업,5780.0,90.0,-1.53%,500.0,3286.0,56849.0,2.21,275507.0,-43.46,10.3
403.0,신대양제지,81400.0,100.0,+0.12%,5000.0,3280.0,4030.0,8.53,1656.0,6.45,11.31
404.0,이리츠코크렙,5160.0,10.0,-0.19%,500.0,3268.0,63342.0,1.2,22263.0,36.08,3.65
405.0,이연제약,18100.0,100.0,+0.56%,500.0,3258.0,17999.0,1.45,35280.0,113.12,2.33
406.0,신성통상,2265.0,25.0,-1.09%,500.0,3255.0,143708.0,1.12,137579.0,4.25,25.2
407.0,락앤락,6480.0,100.0,-1.52%,500.0,3253.0,50200.0,77.48,100305.0,23.65,2.38
408.0,LG헬로비전,4195.0,25.0,-0.59%,2500.0,3249.0,77447.0,4.3,140523.0,10.36,4.2
409.0,잇츠한불,14800.0,350.0,-2.31%,500.0,3246.0,21929.0,0.59,47078.0,-26.81,-4.5
410.0,신도리코,32100.0,200.0,+0.63%,5000.0,3236.0,10080.0,10.52,3189.0,2.63,10.62
411.0,한미글로벌,29450.0,250.0,+0.86%,500.0,3227.0,10958.0,2.27,9650553.0,20.89,11.52
412.0,아세아제지,36000.0,1850.0,+5.42%,5000.0,3224.0,8957.0,2.65,33004.0,3.74,13.5
413.0,일양약품,16800.0,0.0,0.00%,2500.0,3206.0,19086.0,9.49,35679.0,15.46,6.67
414.0,한일현대시멘트,18000.0,100.0,-0.55%,5000.0,3199.0,17775.0,0.31,9915.0,8.09,13.92
415.0,HLB글로벌,7530.0,210.0,-2.71%,500.0,3190.0,42367.0,6.69,260895.0,-25.35,-12.23
416.0,한국쉘석유,245000.0,500.0,-0.20%,5000.0,3185.0,1300.0,62.56,1189.0,10.79,27.97
417.0,AJ네트웍스,6800.0,50.0,-0.73%,1000.0,3184.0,46822.0,2.69,74989.0,4.09,23.75
418.0,SK렌터카,6730.0,30.0,-0.44%,500.0,3182.0,47286.0,0.64,15153.0,12.82,4.35
419.0,한일홀딩스,10300.0,150.0,-1.44%,1000.0,3176.0,30833.0,3.11,1688.0,4.83,3.32
420.0,환인제약,17050.0,0.0,0.00%,500.0,3171.0,18600.0,14.22,21620.0,13.34,8.7
421.0,HL홀딩스,30250.0,450.0,+1.51%,5000.0,3168.0,10472.0,10.03,13985.0,5.73,11.19
422.0,TYM,2075.0,5.0,+0.24%,500.0,3161.0,152354.0,3.53,761390.0,3.52,14.28
423.0,조광피혁,47350.0,550.0,-1.15%,5000.0,3148.0,6649.0,0.34,396.0,50.37,3.24
424.0,퍼시스,27350.0,200.0,+0.74%,1000.0,3145.0,11500.0,19.02,2409.0,28.61,9.41
425.0,삼화콘덴서,30200.0,0.0,0.00%,1000.0,3139.0,10395.0,7.74,22902.0,11.21,15.15
426.0,테이팩스,66100.0,1700.0,-2.51%,500.0,3118.0,4718.0,0.43,33454.0,13.85,15.39
427.0,한화3우B,13850.0,50.0,+0.36%,5000.0,3112.0,22472.0,12.68,15042.0,1.29,
428.0,SNT중공업,9290.0,140.0,-1.48%,2500.0,3089.0,33253.0,3.41,85609.0,25.04,9.44
429.0,SK증권,652.0,3.0,+0.46%,500.0,3081.0,472590.0,5.28,308756.0,17.62,6.77
430.0,BGF,3205.0,0.0,0.00%,1000.0,3068.0,95717.0,5.07,83668.0,6.22,4.26
431.0,현대차증권,9630.0,0.0,0.00%,5000.0,3054.0,31713.0,3.53,8800.0,3.32,10.58
432.0,조선내화,76300.0,600.0,-0.78%,5000.0,3052.0,4000.0,2.76,220.0,9.55,3.91
433.0,케이씨텍,14500.0,0.0,0.00%,500.0,3025.0,20862.0,10.24,18357.0,5.44,11.45
434.0,대한제강,12200.0,50.0,-0.41%,1000.0,3007.0,24647.0,7.62,12103.0,2.13,24.75
435.0,SIMPAC,4575.0,10.0,+0.22%,500.0,2993.0,65430.0,4.61,40910.0,2.27,17.98
436.0,애경산업,11300.0,300.0,+2.73%,1000.0,2984.0,26410.0,2.2,11096.0,20.25,4.63
437.0,광동제약,5690.0,80.0,-1.39%,1000.0,2983.0,52421.0,18.95,71932.0,11.43,4.92
438.0,한진,19950.0,100.0,-0.50%,5000.0,2982.0,14948.0,10.2,22450.0,74.16,13.72
439.0,KG케미칼,21500.0,150.0,+0.70%,5000.0,2981.0,13866.0,4.93,64735.0,1.63,17.39
440.0,미원홀딩스,128000.0,0.0,0.00%,500.0,2970.0,2320.0,0.23,491.0,8.82,18.16
441.0,STX엔진,12900.0,500.0,+4.03%,2500.0,2968.0,23009.0,0.0,56035.0,161.25,0.37
442.0,롯데하이마트,12550.0,50.0,-0.40%,5000.0,2963.0,23608.0,6.9,19283.0,-2.75,-3.06
443.0,경방,10800.0,100.0,-0.92%,500.0,2961.0,27415.0,1.14,6175.0,15.19,2.98
444.0,세방,15300.0,100.0,-0.65%,500.0,2954.0,19309.0,7.87,33628.0,6.16,6.01
445.0,일동홀딩스,25500.0,500.0,-1.92%,1000.0,2943.0,11540.0,1.16,265986.0,-2.95,-80.54
446.0,TIGER 차이나항셍테크,5085.0,155.0,-2.96%,0.0,2942.0,57850.0,0.56,1634556.0,,
447.0,E1,42400.0,200.0,-0.47%,5000.0,2909.0,6860.0,3.4,5145.0,3.39,10.57
448.0,조일알미늄,2305.0,45.0,+1.99%,500.0,2900.0,125832.0,0.92,4650512.0,7.29,11.25
449.0,LX하우시스,31550.0,0.0,0.00%,5000.0,2829.0,8968.0,16.59,11513.0,-5.57,1.54
450.0,삼아알미늄,25700.0,900.0,-3.38%,500.0,2827.0,11000.0,33.54,50195.0,18.87,10.46
451.0,농심홀딩스,60000.0,200.0,-0.33%,5000.0,2783.0,4638.0,1.56,3037.0,5.51,4.88
452.0,현대퓨처넷,2510.0,20.0,+0.80%,500.0,2766.0,110203.0,7.46,115060.0,3.53,12.79
453.0,대한방직,51600.0,200.0,+0.39%,1000.0,2735.0,5300.0,0.48,7271.0,-61.8,1.13
454.0,도화엔지니어링,8070.0,610.0,+8.18%,500.0,2721.0,33720.0,2.09,826128.0,16.92,5.75
455.0,CJ4우(전환),64200.0,1400.0,+2.23%,5000.0,2713.0,4227.0,3.8,5555.0,7.07,
456.0,풍산홀딩스,26050.0,50.0,+0.19%,5000.0,2712.0,10410.0,8.79,2418.0,2.64,21.53
457.0,제주은행,8420.0,1160.0,-12.11%,5000.0,2705.0,32129.0,0.78,5396991.0,18.51,3.6
458.0,한전산업,8280.0,0.0,0.00%,500.0,2699.0,32600.0,1.0,188133.0,23.46,10.22
459.0,그린케미칼,11200.0,150.0,-1.32%,500.0,2688.0,24000.0,0.92,4445270.0,13.37,13.46
460.0,KINDEX 단기통안채,101060.0,35.0,-0.03%,0.0,2685.0,2657.0,0.02,22038.0,,
461.0,삼양패키징,17000.0,250.0,+1.49%,5000.0,2684.0,15789.0,5.91,13501.0,12.8,9.64
462.0,일성신약,100500.0,500.0,-0.50%,5000.0,2673.0,2660.0,1.15,23830.0,2.56,-0.39
463.0,금호건설,7230.0,90.0,+1.26%,5000.0,2672.0,36954.0,5.18,45929.0,2.77,28.4
464.0,한국콜마홀딩스,14300.0,200.0,-1.38%,500.0,2656.0,18577.0,14.71,11704.0,12.25,3.61
465.0,화신,7600.0,100.0,-1.30%,500.0,2654.0,34920.0,9.17,350916.0,5.48,8.96
466.0,남양유업,367500.0,3000.0,-0.81%,5000.0,2646.0,720.0,9.17,1012.0,-5.27,-6.99
467.0,삼부토건,1405.0,25.0,+1.81%,1000.0,2637.0,187673.0,4.99,1231673.0,127.73,3.67
468.0,KODEX 삼성그룹밸류,8005.0,45.0,+0.57%,0.0,2634.0,32900.0,0.01,11151.0,,
469.0,금호석유우,86700.0,0.0,0.00%,5000.0,2621.0,3023.0,6.43,4016.0,1.85,
470.0,에어부산,2240.0,5.0,+0.22%,1000.0,2613.0,116640.0,0.47,463823.0,-0.46,-220.9
471.0,대상홀딩스,7210.0,10.0,+0.14%,1000.0,2611.0,36213.0,4.69,16891.0,4.01,7.92
472.0,YG PLUS,4110.0,15.0,+0.37%,500.0,2607.0,63429.0,0.72,323998.0,10.59,19.57
473.0,무림P&P,4130.0,15.0,+0.36%,2500.0,2576.0,62368.0,1.73,155159.0,11.25,3.09
474.0,삼성 레버리지 천연가스 선물 ETN B,25710.0,10.0,+0.04%,0.0,2571.0,10000.0,0.0,98745.0,,
475.0,웅진씽크빅,2225.0,10.0,+0.45%,500.0,2570.0,115506.0,3.27,71414.0,16.73,11.81
476.0,NPC,6960.0,140.0,+2.05%,500.0,2556.0,36720.0,2.77,184012.0,9.71,8.49
477.0,한국금융지주우,43600.0,100.0,+0.23%,5000.0,2554.0,5858.0,14.56,13097.0,1.83,
478.0,티웨이항공,1585.0,30.0,+1.93%,500.0,2541.0,160330.0,0.1,258362.0,-1.6,-190.16
479.0,광주신세계,31650.0,150.0,-0.47%,1000.0,2532.0,8000.0,12.4,3448.0,4.44,7.26
480.0,엘브이엠씨홀딩스,2545.0,45.0,+1.80%,0.0,2531.0,99455.0,16.57,218447.0,-19.73,-4.45
481.0,하나제약,14200.0,300.0,-2.07%,500.0,2524.0,17773.0,1.1,26771.0,9.42,11.57
